"Notes"	"Age of Mother 9"	"Age of Mother 9 Code"	"Mother's Pre-pregnancy Weight"	"Mother's Pre-pregnancy Weight Code"	"Mother's Weight Gain"	"Mother's Weight Gain Code"	Births
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"6 lbs"	"6"	2
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"7 lbs"	"7"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"8 lbs"	"8"	4
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"10 lbs"	"10"	2
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"13 lbs"	"13"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"15 lbs"	"15"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"16 lbs"	"16"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"18 lbs"	"18"	2
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"19 lbs"	"19"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"20 lbs"	"20"	4
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"21 lbs"	"21"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"22 lbs"	"22"	5
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"23 lbs"	"23"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"24 lbs"	"24"	3
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"25 lbs"	"25"	3
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"26 lbs"	"26"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"27 lbs"	"27"	2
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"28 lbs"	"28"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"29 lbs"	"29"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"31 lbs"	"31"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"35 lbs"	"35"	2
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"36 lbs"	"36"	2
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"37 lbs"	"37"	2
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"40 lbs"	"40"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"44 lbs"	"44"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"46 lbs"	"46"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"47 lbs"	"47"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"48 lbs"	"48"	2
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"50 lbs"	"50"	2
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"51 lbs"	"51"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"55 lbs"	"55"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"59 lbs"	"59"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"60 lbs"	"60"	1
	"45-49 years"	"45-49"	"275 - 324 lbs"	"6"	"Unknown or Not Stated"	"99"	8
	"45-49 years"	"45-49"	"325 - 375 lbs"	"7"	"0 lbs"	"0"	4
	"45-49 years"	"45-49"	"325 - 375 lbs"	"7"	"3 lbs"	"3"	1
	"45-49 years"	"45-49"	"325 - 375 lbs"	"7"	"6 lbs"	"6"	1
	"45-49 years"	"45-49"	"325 - 375 lbs"	"7"	"7 lbs"	"7"	1
	"45-49 years"	"45-49"	"325 - 375 lbs"	"7"	"9 lbs"	"9"	1
	"45-49 years"	"45-49"	"325 - 375 lbs"	"7"	"14 lbs"	"14"	1
	"45-49 years"	"45-49"	"325 - 375 lbs"	"7"	"15 lbs"	"15"	1
	"45-49 years"	"45-49"	"325 - 375 lbs"	"7"	"17 lbs"	"17"	1
	"45-49 years"	"45-49"	"325 - 375 lbs"	"7"	"19 lbs"	"19"	1
	"45-49 years"	"45-49"	"325 - 375 lbs"	"7"	"30 lbs"	"30"	1
	"45-49 years"	"45-49"	"325 - 375 lbs"	"7"	"40 lbs"	"40"	1
	"45-49 years"	"45-49"	"Unknown or Not Stated"	"9"	"Unknown or Not Stated"	"99"	229
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"0 lbs"	"0"	2
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"4 lbs"	"4"	1
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"9 lbs"	"9"	1
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"10 lbs"	"10"	6
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"11 lbs"	"11"	1
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"12 lbs"	"12"	4
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"15 lbs"	"15"	4
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"16 lbs"	"16"	1
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"17 lbs"	"17"	1
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"18 lbs"	"18"	7
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"19 lbs"	"19"	5
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"20 lbs"	"20"	7
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"21 lbs"	"21"	2
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"22 lbs"	"22"	7
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"23 lbs"	"23"	6
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"24 lbs"	"24"	3
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"25 lbs"	"25"	5
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"26 lbs"	"26"	3
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"27 lbs"	"27"	4
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"28 lbs"	"28"	2
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"29 lbs"	"29"	7
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"30 lbs"	"30"	9
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"31 lbs"	"31"	3
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"32 lbs"	"32"	4
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"33 lbs"	"33"	2
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"34 lbs"	"34"	5
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"35 lbs"	"35"	6
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"36 lbs"	"36"	2
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"37 lbs"	"37"	5
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"38 lbs"	"38"	2
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"39 lbs"	"39"	2
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"40 lbs"	"40"	3
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"41 lbs"	"41"	1
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"42 lbs"	"42"	4
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"43 lbs"	"43"	2
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"44 lbs"	"44"	2
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"45 lbs"	"45"	2
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"46 lbs"	"46"	1
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"47 lbs"	"47"	1
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"48 lbs"	"48"	2
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"51 lbs"	"51"	1
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"54 lbs"	"54"	1
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"57 lbs"	"57"	2
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"58 lbs"	"58"	1
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"65 lbs"	"65"	1
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"70 lbs"	"70"	2
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"85 lbs"	"85"	2
	"50 years and over"	"50+"	" 75 - 124 lbs"	"2"	"Unknown or Not Stated"	"99"	1
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"0 lbs"	"0"	11
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"1 lbs"	"1"	2
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"2 lbs"	"2"	2
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"3 lbs"	"3"	1
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"4 lbs"	"4"	3
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"5 lbs"	"5"	7
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"6 lbs"	"6"	3
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"7 lbs"	"7"	2
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"8 lbs"	"8"	8
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"9 lbs"	"9"	10
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"10 lbs"	"10"	12
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"11 lbs"	"11"	10
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"12 lbs"	"12"	8
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"13 lbs"	"13"	11
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"14 lbs"	"14"	8
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"15 lbs"	"15"	12
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"16 lbs"	"16"	13
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"17 lbs"	"17"	7
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"18 lbs"	"18"	9
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"19 lbs"	"19"	10
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"20 lbs"	"20"	32
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"21 lbs"	"21"	12
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"22 lbs"	"22"	22
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"23 lbs"	"23"	19
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"24 lbs"	"24"	21
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"25 lbs"	"25"	21
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"26 lbs"	"26"	14
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"27 lbs"	"27"	12
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"28 lbs"	"28"	13
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"29 lbs"	"29"	14
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"30 lbs"	"30"	29
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"31 lbs"	"31"	16
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"32 lbs"	"32"	17
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"33 lbs"	"33"	19
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"34 lbs"	"34"	7
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"35 lbs"	"35"	20
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"36 lbs"	"36"	6
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"37 lbs"	"37"	14
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"38 lbs"	"38"	11
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"39 lbs"	"39"	6
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"40 lbs"	"40"	13
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"41 lbs"	"41"	4
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"42 lbs"	"42"	3
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"43 lbs"	"43"	9
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"44 lbs"	"44"	3
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"45 lbs"	"45"	10
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"46 lbs"	"46"	4
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"47 lbs"	"47"	4
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"48 lbs"	"48"	7
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"49 lbs"	"49"	4
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"50 lbs"	"50"	7
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"51 lbs"	"51"	1
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"52 lbs"	"52"	1
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"53 lbs"	"53"	1
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"54 lbs"	"54"	2
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"55 lbs"	"55"	1
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"56 lbs"	"56"	2
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"57 lbs"	"57"	2
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"58 lbs"	"58"	1
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"59 lbs"	"59"	1
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"60 lbs"	"60"	1
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"63 lbs"	"63"	1
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"64 lbs"	"64"	2
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"65 lbs"	"65"	1
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"66 lbs"	"66"	1
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"67 lbs"	"67"	1
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"68 lbs"	"68"	1
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"70 lbs"	"70"	1
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"71 lbs"	"71"	2
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"75 lbs"	"75"	2
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"78 lbs"	"78"	1
	"50 years and over"	"50+"	"125 - 174 lbs"	"3"	"Unknown or Not Stated"	"99"	4
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"0 lbs"	"0"	10
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"1 lbs"	"1"	4
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"2 lbs"	"2"	2
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"3 lbs"	"3"	3
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"4 lbs"	"4"	3
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"5 lbs"	"5"	2
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"6 lbs"	"6"	1
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"7 lbs"	"7"	4
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"8 lbs"	"8"	3
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"9 lbs"	"9"	3
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"10 lbs"	"10"	6
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"11 lbs"	"11"	1
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"12 lbs"	"12"	6
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"13 lbs"	"13"	7
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"14 lbs"	"14"	5
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"15 lbs"	"15"	6
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"16 lbs"	"16"	4
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"17 lbs"	"17"	10
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"18 lbs"	"18"	4
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"19 lbs"	"19"	11
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"20 lbs"	"20"	9
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"21 lbs"	"21"	5
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"22 lbs"	"22"	5
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"23 lbs"	"23"	6
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"24 lbs"	"24"	13
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"25 lbs"	"25"	10
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"26 lbs"	"26"	6
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"27 lbs"	"27"	2
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"28 lbs"	"28"	7
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"29 lbs"	"29"	6
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"30 lbs"	"30"	17
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"31 lbs"	"31"	5
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"32 lbs"	"32"	6
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"33 lbs"	"33"	6
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"34 lbs"	"34"	2
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"35 lbs"	"35"	6
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"36 lbs"	"36"	5
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"37 lbs"	"37"	3
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"38 lbs"	"38"	2
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"40 lbs"	"40"	2
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"43 lbs"	"43"	4
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"44 lbs"	"44"	5
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"45 lbs"	"45"	6
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"46 lbs"	"46"	2
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"47 lbs"	"47"	1
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"48 lbs"	"48"	1
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"49 lbs"	"49"	1
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"50 lbs"	"50"	1
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"51 lbs"	"51"	1
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"52 lbs"	"52"	2
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"54 lbs"	"54"	2
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"55 lbs"	"55"	2
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"57 lbs"	"57"	1
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"58 lbs"	"58"	1
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"60 lbs"	"60"	3
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"61 lbs"	"61"	2
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"62 lbs"	"62"	1
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"74 lbs"	"74"	1
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"80 lbs"	"80"	1
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"90 lbs"	"90"	1
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"94 lbs"	"94"	1
	"50 years and over"	"50+"	"175 - 224 lbs"	"4"	"Unknown or Not Stated"	"99"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"0 lbs"	"0"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"2 lbs"	"2"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"3 lbs"	"3"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"4 lbs"	"4"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"6 lbs"	"6"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"7 lbs"	"7"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"9 lbs"	"9"	2
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"10 lbs"	"10"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"13 lbs"	"13"	2
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"14 lbs"	"14"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"15 lbs"	"15"	4
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"16 lbs"	"16"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"17 lbs"	"17"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"20 lbs"	"20"	2
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"21 lbs"	"21"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"22 lbs"	"22"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"23 lbs"	"23"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"25 lbs"	"25"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"26 lbs"	"26"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"29 lbs"	"29"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"31 lbs"	"31"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"32 lbs"	"32"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"38 lbs"	"38"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"44 lbs"	"44"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"47 lbs"	"47"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"50 lbs"	"50"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"53 lbs"	"53"	3
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"55 lbs"	"55"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"57 lbs"	"57"	1
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"58 lbs"	"58"	2
	"50 years and over"	"50+"	"225 - 274 lbs"	"5"	"Unknown or Not Stated"	"99"	1
	"50 years and over"	"50+"	"275 - 324 lbs"	"6"	"23 lbs"	"23"	1
	"50 years and over"	"50+"	"275 - 324 lbs"	"6"	"26 lbs"	"26"	1
	"50 years and over"	"50+"	"275 - 324 lbs"	"6"	"70 lbs"	"70"	1
	"50 years and over"	"50+"	"Unknown or Not Stated"	"9"	"Unknown or Not Stated"	"99"	51
"---"
"Dataset: Natality, 2016-2019 expanded"
"Query Parameters:"
"Year: 2019"
"Group By: Age of Mother 9; Mother's Pre-pregnancy Weight; Mother's Weight Gain"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Natality-expanded.html for more information."
"---"
"Query Date: Jun 22, 2021 1:30:31 PM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Division of Vital Statistics, Natality public-use data 2016-2019, on CDC"
